pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_masse,pl_dens,st_age,sy_dist
"TOI-2096 c","TOI-2096",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.38782016,2.041,,,,48.4809000
"HD 28109 b","HD 28109",1,3,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",22.89098550,2.559,,,,139.6110000
"TOI-332 b","TOI-332",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",0.77703800,3.200,57.20000,9.60000,5.000,222.8520000
"K2-415 b","K2-415",1,1,0,0,"Transit",2023,"K2",4.01796940,1.015,7.50000,,,21.8182000
"TOI-216.01","TOI-216",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",34.55600000,11.290,200.00000,0.76000,,177.9450000
"HD 213885 b","HD 213885",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1.00823610,1.720,,,,48.0883000
"TOI-2842 b","TOI-2842",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.55140160,11.873,,,,460.9950000
"TOI-3807 b","TOI-3807",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.89897270,18.495,330.54154,0.28900,5.600,421.7450000
"TOI-198 b","TOI-198",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",10.21501679,1.478,,,,23.7262000
"HD 23472 b","HD 23472",1,5,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",17.66708700,2.000,8.32000,6.15000,,39.0341000
"HD 56414 b","HD 56414",1,1,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",29.04992000,3.710,,,0.420,272.2170000
"TOI-672 b","TOI-672",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.63357354,5.092,,,,66.9071000
"TOI-2803 A b","TOI-2803 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.96229200,17.452,,,,494.8180000
"TOI-836 b","TOI-836",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.81673000,1.704,4.53000,5.02000,5.400,27.5024000
"TOI-2796 b","TOI-2796",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.80849830,17.262,139.84450,0.15000,4.000,350.3430000
"TOI-3364 b","TOI-3364",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.87689180,12.229,530.77344,1.60000,5.400,277.8990000
"55 Cnc b","55 Cnc",2,5,0,0,"Radial Velocity",1996,"Lick Observatory",14.64700000,,,,,12.5855000
"55 Cnc d","55 Cnc",2,5,0,0,"Radial Velocity",2002,"Lick Observatory",4545.00000000,,,,,12.5855000
"55 Cnc b","55 Cnc",2,5,0,0,"Radial Velocity",1996,"Lick Observatory",14.65126000,,,,,12.5855000
"55 Cnc d","55 Cnc",2,5,0,0,"Radial Velocity",2002,"Lick Observatory",5370.00000000,,,,,12.5855000
"55 Cnc e","55 Cnc",2,5,0,0,"Radial Velocity",2004,"McDonald Observatory",2.79674000,,,,,12.5855000
"55 Cnc f","55 Cnc",2,5,0,0,"Radial Velocity",2007,"Multiple Observatories",260.70000000,,,,,12.5855000
"11 Com b","11 Com",2,1,0,0,"Radial Velocity",2007,"Xinglong Station",326.03000000,,,,,93.1846000
"55 Cnc d","55 Cnc",2,5,0,0,"Radial Velocity",2002,"Lick Observatory",5360.00000000,,,,5.500,12.5855000
"WASP-16 b","WASP-16",1,1,0,0,"Transit",2009,"SuperWASP",3.11860680,13.653,264.43456,0.57200,8.600,194.1340000
"HD 159868 b","HD 159868",1,2,0,0,"Radial Velocity",2006,"Anglo-Australian Telescope",1178.40000000,,,,,55.8503000
"HATS-4 b","HATS-4",1,1,0,0,"Transit",2014,"HATSouth",2.51672572,12.908,,,,416.4590000
"WASP-78 b","WASP-78",1,1,0,0,"Transit",2012,"SuperWASP",2.17518000,21.633,352.79130,,,754.2580000
"HAT-P-27 b","HAT-P-27",2,1,0,0,"Transit",2011,"HATNet",3.03958020,,,,,199.1730000
"HAT-P-33 b","HAT-P-33",2,1,0,0,"Transit",2011,"HATNet",,,206.58950,,,396.1100000
"WASP-50 b","WASP-50",1,1,0,0,"Transit",2011,"SuperWASP",1.95510000,13.675,524.41950,,,184.8480000
"HAT-P-56 b","HAT-P-56",1,1,0,0,"Transit",2015,"HATNet",2.79083300,,,,,320.6390000
"7 CMa b","7 CMa",1,2,0,0,"Radial Velocity",2011,"Anglo-Australian Telescope",763.00000000,,,,,19.8101000
"WASP-15 b","WASP-15",1,1,0,0,"Transit",2009,"SuperWASP",3.75209980,,,,,282.0910000
"HAT-P-25 b","HAT-P-25",1,1,0,0,"Transit",2010,"HATNet",3.65281514,12.722,180.84527,0.48300,,300.3840000
"WASP-25 b","WASP-25",1,1,0,0,"Transit",2010,"SuperWASP",3.76483312,,,,,211.4160000
"WASP-144 b","WASP-144",1,1,0,0,"Transit",2018,"SuperWASP-South",2.27831530,,,,8.710,355.5130000
"HATS-55 b","HATS-55",1,1,0,0,"Transit",2019,"HATSouth",4.20420010,,,,0.400,609.8380000
"K2-148 b","K2-148",2,3,0,0,"Transit",2018,"K2",4.38395000,1.330,,,,124.4580000
"WASP-75 b","WASP-75",2,1,0,0,"Transit",2013,"SuperWASP",2.48419870,,,,3.500,294.0010000
"WASP-2 b","WASP-2",2,1,0,0,"Transit",2007,"SuperWASP",2.15216302,11.999,,,,153.2420000
"HATS-41 b","HATS-41",1,1,0,0,"Transit",2018,"HATSouth",4.19364900,,,,1.340,737.6680000
"HAT-P-54 b","HAT-P-54",1,1,0,0,"Transit",2015,"HATNet",3.79984700,10.581,578.45060,2.70000,3.900,143.6510000
"WASP-82 b","WASP-82",1,1,0,0,"Transit",2015,"SuperWASP",2.70579000,18.159,371.86110,,,275.6640000
"HAT-P-56 b","HAT-P-56",1,1,0,0,"Transit",2015,"HATNet",2.79086200,16.720,,,,320.6390000
"KELT-6 b","KELT-6",1,2,0,0,"Transit",2014,"KELT",7.84570000,13.372,136.66100,0.31100,6.100,240.7260000
"HAT-P-36 b","HAT-P-36",1,1,0,0,"Transit",2011,"HATNet",1.32734680,,,,,294.4190000
"TOI-622 b","TOI-622",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.40252810,9.422,,,,123.2970000
"TOI-3785 b","TOI-3785",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.67472180,4.732,,,,79.7634000
"TOI-3984 A b","TOI-3984 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.35332110,7.172,,,,108.8830000
"TOI-4087 b","TOI-4087",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.17748350,13.047,232.01474,0.57000,0.800,301.6760000
"TOI-1221 b","TOI-1221",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",91.68278000,2.910,1112.39942,,10.000,138.4110000
"K2-415 b","K2-415",1,1,0,0,"Transit",2023,"K2",4.01790526,1.042,,,,21.8182000
"WASP-118 b","WASP-118",1,1,0,0,"Transit",2016,"SuperWASP",4.04606565,16.062,,,,376.6580000
"TOI-2641 b","TOI-2641",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.88062026,6.921,,,,344.0450000
"LHS 1815 b","LHS 1815",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",3.81433000,1.088,8.70000,,,29.8424000
"TOI-216.02","TOI-216",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",17.38904539,6.484,,,,177.9450000
"HD 2685 b","HD 2685",1,1,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",4.12690460,17.095,,,,196.8520000
"GJ 143 b","GJ 143",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",35.61253000,2.610,22.70000,7.00000,3.800,16.3200000
"HD 23472 d","HD 23472",1,5,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",3.97668330,0.758,,,,39.0341000
"TOI-2818 b","TOI-2818",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.03970900,15.278,225.65817,0.34000,9.500,312.6740000
"TOI-2194 b","TOI-2194",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",15.34190950,1.700,,,,19.5711000
"TOI-2583 A b","TOI-2583 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.52072650,14.460,79.45710,0.14400,4.400,566.1890000
"TOI-216.02","TOI-216",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",17.08900000,7.690,30.00000,0.34000,,177.9450000
"TOI-3023 b","TOI-3023",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.90149040,16.257,,,,389.9160000
"K2-371 b","K2-371",1,1,0,0,"Transit",2022,"K2",3.11491262,,,,,442.8130000
"TOI-2096 b","TOI-2096",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.11907156,1.623,,,,48.4809000
"HD 207496 b","HD 207496",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.44100800,2.250,6.10000,3.17000,0.520,23.6060000
"TOI-1736 b","TOI-1736",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",7.07310590,2.687,,,,88.9482000
"WASP-100 b","WASP-100",2,1,0,0,"Transit",2014,"SuperWASP",2.84938000,14.908,400.46580,,,364.4110000
"TOI-2096 b","TOI-2096",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.11906330,1.243,,,4.000,48.4809000
"TOI-1736 b","TOI-1736",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",7.07308800,2.440,12.80000,4.90000,4.900,88.9482000
"HD 28109 b","HD 28109",1,3,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",22.89104000,2.199,18.49600,,1.100,139.6110000
"TOI-2459 b","TOI-2459",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",19.10471800,2.953,,,,36.6113000
"GJ 143 b","GJ 143",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",35.58900000,,30.63000,,,16.3200000
"HD 219666 b","HD 219666",1,1,0,0,"Transit",2018,"Transiting Exoplanet Survey Satellite (TESS)",6.03446670,4.440,,,,94.1719000
"TOI-3235 b","TOI-3235",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.59261842,11.400,211.35589,0.78000,,72.8110000
"TOI-4463 A b","TOI-4463 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.88069000,22.430,,,,173.1170000
"K2-371 b","K2-371",1,1,0,0,"Transit",2022,"K2",3.11489170,11.972,,,,442.8130000
"HD 23472 e","HD 23472",1,5,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",7.90762220,0.970,,,,39.0341000
"TOI-3082 b","TOI-3082",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.92690700,3.662,,,,113.0480000
"TOI-858 B b","TOI-858 B",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.27971780,14.067,349.61125,0.69000,6.800,250.4890000
"TOI-2587 A b","TOI-2587 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.45665630,10.941,,,,373.6750000
"HD 219666 b","HD 219666",1,1,0,0,"Transit",2018,"Transiting Exoplanet Survey Satellite (TESS)",6.04345000,4.240,,,10.000,94.1719000
"TOI-4463 A b","TOI-4463 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.88071980,13.260,252.35576,0.59500,4.100,173.1170000
"TOI-2587 A b","TOI-2587 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.45664000,12.072,69.28659,0.21600,6.700,373.6750000
"TOI-125 c","TOI-125",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",9.15494180,2.620,,,,111.0590000
"WASP-100 b","WASP-100",2,1,0,0,"Transit",2014,"SuperWASP",2.84938300,,,,,364.4110000
"HD 23472 b","HD 23472",1,5,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",17.66700000,1.872,17.92000,,,39.0341000
"TOI-715 b","TOI-715",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",19.28800400,1.550,,,6.200,42.4048000
"TOI-5126 b","TOI-5126",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.45881110,4.406,,,,160.4140000
"TOI-481 b","TOI-481",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",10.33111000,11.097,486.27990,,6.700,179.3660000
"HD 23472 b","HD 23472",1,5,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",17.66716870,1.870,,,,39.0341000
"TOI-3082 b","TOI-3082",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.92680370,3.427,,,,113.0480000
"TOI-125 c","TOI-125",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",9.15059000,2.759,6.63000,1.73000,6.800,111.0590000
"TOI-1416 b","TOI-1416",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.06976110,1.509,,,,55.0135000
"GJ 143 b","GJ 143",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",35.61343910,3.122,,,,16.3200000
"TOI-125 b","TOI-125",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",4.65382000,2.755,,,6.600,111.0590000
"TOI-5803 b","TOI-5803",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.38343880,3.274,,,,84.0126000
"TOI-3976 A b","TOI-3976 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.60809890,12.113,,,,516.0870000
"WASP-100 b","WASP-100",2,1,0,0,"Transit",2014,"SuperWASP",2.84937500,18.943,645.19490,,,364.4110000
"HD 213885 c","HD 213885",1,2,0,0,"Radial Velocity",2019,"Multiple Observatories",4.78503000,,,,3.800,48.0883000
"TOI-2977 b","TOI-2977",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.35056980,12.982,,,,
"HIP 65 A b","HIP 65 A",2,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",0.98100000,,,,,61.7856000
"TOI-2364 b","TOI-2364",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.01975550,9.576,,,,219.6140000
"K2-371 b","K2-371",1,1,0,0,"Transit",2022,"K2",3.11490500,13.024,,,,442.8130000
"TOI-715 b","TOI-715",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",19.28797174,1.595,,,,42.4048000
"WASP-62 b","WASP-62",1,1,0,0,"Transit",2012,"SuperWASP",4.41194014,,,,,175.6310000
"TOI-1853 b","TOI-1853",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.24362390,3.893,,,,165.1050000
"TOI-908 b","TOI-908",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.18379200,3.186,16.13700,2.74200,4.600,175.7480000
"TOI-481 b","TOI-481",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",10.33116640,11.943,,,,179.3660000
"TOI-2141 b","TOI-2141",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",18.26157000,3.050,24.00000,4.60000,6.400,77.6820000
"TOI-2583 A b","TOI-2583 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.52074000,13.732,,,,566.1890000
"TOI-2000 c","TOI-2000",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",9.12704250,8.362,,,,175.7130000
"TOI-2525 b","TOI-2525",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",23.28560000,8.676,26.69759,0.22500,3.990,395.3980000
"TOI-332 b","TOI-332",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",0.77685000,3.283,,,,222.8520000
"TOI-4377 b","TOI-4377",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.37716023,13.943,,,,455.8200000
"TOI-5293 A b","TOI-5293 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.93043710,11.893,,,,162.2290000
"TOI-3785 b","TOI-3785",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.67473730,5.140,14.95000,0.61000,8.000,79.7634000
"TOI-3984 A b","TOI-3984 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.35332600,7.900,44.00000,0.49000,2.900,108.8830000
"TOI-5293 A b","TOI-5293 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.93028900,11.900,170.40000,0.56000,2.900,162.2290000
"TOI-622 b","TOI-622",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.40251300,9.236,96.30201,0.50700,0.900,123.2970000
"TOI-2641 b","TOI-2641",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.88097400,18.103,122.68177,0.09200,10.800,344.0450000
"KELT-17 b","KELT-17",1,1,0,0,"Transit",2016,"KELT",3.08017350,,,,,226.5000000
"K2-148 c","K2-148",2,3,0,0,"Transit",2018,"K2",6.92260000,1.730,,,,124.4580000
"WASP-172 b","WASP-172",1,1,0,0,"Transit",2018,"SuperWASP-South",5.47743270,,,,,538.1100000
"eps CrB b","eps CrB",1,1,0,0,"Radial Velocity",2012,"Bohyunsan Optical Astronomical Observatory",417.90000000,,,,1.740,69.8683000
"HD 173416 b","HD 173416",1,1,0,0,"Radial Velocity",2008,"Xinglong Station",323.60000000,,,,,132.1840000
"HD 37605 c","HD 37605",1,2,0,0,"Radial Velocity",2012,"Multiple Observatories",2720.00000000,,,,7.000,46.7864000
"HD 210702 b","HD 210702",1,1,0,0,"Radial Velocity",2007,"Lick Observatory",354.10000000,,,,,54.1963000
"nu Oph b","nu Oph",1,2,0,0,"Radial Velocity",2012,"Okayama Astrophysical Observatory",530.21000000,,7057.73298,,0.650,46.2107000
"HD 21749 c","GJ 143",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",7.78993000,0.892,3.70000,31.93000,3.800,16.3200000
"nu Oph c","nu Oph",1,2,0,0,"Radial Velocity",2012,"Okayama Astrophysical Observatory",3184.83000000,,7838.32346,,0.650,46.2107000
"TOI-2803 A b","TOI-2803 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.96229325,18.114,309.88270,0.28700,3.700,494.8180000
"HD 23472 c","HD 23472",1,5,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",29.62500000,2.149,17.18000,,,39.0341000
"WASP-94 A b","WASP-94 A",2,2,0,0,"Transit",2014,"SuperWASP",3.95019070,19.280,143.65300,0.11800,4.000,211.2110000
"TOI-5803 b","TOI-5803",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",5.38305000,3.273,,,,84.0126000
"TOI-2525 c","TOI-2525",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",49.24455988,10.367,,,,395.3980000
"TOI-836 b","TOI-836",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.81672620,1.693,,,,27.5024000
"HD 2685 b","HD 2685",1,1,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",4.12690470,,,,1.310,196.8520000
"TOI-444 b","TOI-444",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",17.96360000,2.770,,,0.570,57.3973000
"WASP-100 b","WASP-100",2,1,0,0,"Transit",2014,"SuperWASP",2.84937500,18.943,638.83830,0.52000,1.570,364.4110000
"LHS 1815 b","LHS 1815",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",3.81433400,1.088,1.58000,6.70000,,29.8424000
"WASP-62 b","WASP-62",1,1,0,0,"Transit",2012,"SuperWASP",4.41195300,15.581,181.15500,0.27900,,175.6310000
"TOI-836 c","TOI-836",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",8.59547920,2.640,,,,27.5024000
"HD 23472 f","HD 23472",1,5,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",12.16233160,1.156,,,,39.0341000
"TOI-216.01","TOI-216",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",34.55478644,7.304,,,,177.9450000
"NGTS-14 A b","NGTS-14 A",2,1,0,0,"Transit",2021,"Paranal Observatory",3.53571300,4.586,,,,322.1480000
"WASP-94 A b","WASP-94 A",2,2,0,0,"Transit",2014,"SuperWASP",3.95019000,17.710,158.91500,,,211.2110000
"HD 2685 b","HD 2685",1,1,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",4.12688000,16.141,371.86110,,1.310,196.8520000
"K2-371 b","K2-371",1,1,0,0,"Transit",2022,"K2",3.11487800,12.500,,,,442.8130000
"TOI-3819 b","TOI-3819",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.24431410,13.137,352.78953,0.85000,4.500,558.1410000
"TOI-4791 b","TOI-4791",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.28088000,12.442,734.18362,2.09000,3.300,328.8020000
"TOI-4184 b","TOI-4184",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.90199384,2.555,,,,69.3649000
"TOI-125 d","TOI-125",1,3,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",19.98157090,2.547,,,,111.0590000
"TOI-3976 A b","TOI-3976 A",2,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",6.60766200,12.274,55.61997,0.16500,3.800,516.0870000
"TOI-3807 b","TOI-3807",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.89897580,10.093,,,,421.7450000
"WASP-100 b","WASP-100",2,1,0,0,"Transit",2014,"SuperWASP",2.84938250,16.387,,,,364.4110000
"TOI-4308 b","TOI-4308",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",9.15120100,2.419,,,,108.9320000
"LHS 1815 b","LHS 1815",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",3.81429355,1.235,,,,29.8424000
"TOI-4087 b","TOI-4087",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.17748140,13.902,,,,301.6760000
"TOI-481 b","TOI-481",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",10.33115620,,,,6.700,179.3660000
"TOI-4377 b","TOI-4377",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.37808100,15.110,304.16179,0.88100,3.880,455.8200000
"HD 23472 f","HD 23472",1,5,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",12.16218390,1.137,0.77000,3.00000,,39.0341000
"TOI-1853 b","TOI-1853",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",1.24362580,3.460,73.20000,9.74000,,165.1050000
"HD 21749 c","GJ 143",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",7.78977260,1.001,,,,16.3200000
"HD 28109 d","HD 28109",1,3,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",84.25999000,3.250,5.68100,,1.100,139.6110000
"TOI-125 b","TOI-125",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",4.65171860,2.669,,,,111.0590000
"WASP-94 A b","WASP-94 A",2,2,0,0,"Transit",2014,"SuperWASP",3.95019070,19.279,144.93048,0.11400,2.700,211.2110000
"LHS 475 b","LHS 475",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.02908819,0.929,,,,12.4814000
"HD 23472 e","HD 23472",1,5,0,0,"Transit",2022,"Transiting Exoplanet Survey Satellite (TESS)",7.90754000,0.818,0.72000,7.50000,,39.0341000
"LHS 1815 b","LHS 1815",1,1,0,0,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",3.81429070,,,,,29.8424000
"TOI-3912 b","TOI-3912",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.49362640,14.280,129.03833,0.24300,7.500,465.9920000
"TOI-125 b","TOI-125",1,3,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",4.65382000,2.726,9.50000,2.57000,6.800,111.0590000
"TOI-216.02","TOI-216",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",17.16073000,8.000,18.75188,,,177.9450000
"TOI-3912 b","TOI-3912",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",3.49361880,14.236,,,,465.9920000
"TOI-199 b","TOI-199",1,2,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",104.87296350,10.223,,,,102.2700000
"HD 219666 b","HD 219666",1,1,0,0,"Transit",2018,"Transiting Exoplanet Survey Satellite (TESS)",6.03579700,,,,10.000,94.1719000
"HD 213885 b","HD 213885",1,2,0,0,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1.00803500,1.745,8.83000,9.15000,3.800,48.0883000
"TOI-444 b","TOI-444",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",17.96350827,3.297,,,,57.3973000
"TOI-2818 b","TOI-2818",1,1,0,0,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",4.03971890,14.228,,,,312.6740000
"HD 47366 c","HD 47366",1,2,0,0,"Radial Velocity",2016,"Okayama Astrophysical Observatory",682.85000000,,,,0.940,84.3552000
"eps Tau b","eps Tau",1,1,0,0,"Radial Velocity",2006,"Okayama Astrophysical Observatory",,,,,,47.5285200
